city,city_en,id,area,lon,lat
ניר צבי,NIR ZEVI,331,מרכז,34.861529,31.954403
נירים,NIRIM,602,דרום,34.394087,31.33572999999999
נירית,NIRIT,1236,מרכז,34.984822,32.146206
ניצן,NIZZAN,351,דרום,34.630804,31.737518
ניצן ב',NIZZAN B,1419,דרום,34.638235,31.737089
ניצנה,NIZZANA (QEHILAT HIN,1195,דרום,34.4225689,30.885983
ניצני עוז,NIZZANE OZ,851,צפון-מרכז,35.003278,32.306084
ניצני סיני,NIZZANE SINAY,1280,דרום,34.396679,30.903428
ניצנים,NIZZANIM,359,דרום,34.634636,31.717845
נועם,NO'AM,15,דרום,34.788161,31.568567
נוף איילון,NOF AYYALON,1333,מרכז,34.991321,31.871215
נוף הגליל,NOF HAGALIL,1061,צפון,35.324812,32.711539
נופך,NOFEKH,257,מרכז,34.920306,32.043748
נופים,NOFIM,3790,צפון-מרכז,34.851612,31.046051
נופית,NOFIT,1284,צפון,35.148316,32.763374
נוגה,NOGAH,55,דרום,34.69528,31.625691
נוקדים,NOQEDIM,3726,מרכז,34.9733121,32.4429908
נורדיה,NORDIYYA,447,צפון-מרכז,34.896792,32.314656
נוב,NOV,4304,צפון,35.783574,32.832852
נורית,NURIT,833,צפון,35.35575499999999,32.543238
אודם,ODEM,4010,צפון,35.7495651,33.1933716
אופקים,OFAQIM,31,דרום,34.6197998,31.3067541
עופר,OFER,810,צפון,34.983472,32.621882
עופרה,OFRA,3617,מרכז,34.983472,32.621882
אוהד,OHAD,1046,דרום,34.431893,31.238436
עולש,OLESH,737,צפון-מרכז,34.98532100000001,32.331969
אומן,OMEN,1108,צפון,35.241941,32.564279
עומר,OMER,666,דרום,34.8505942,31.264479
אומץ,OMEZ,680,צפון-מרכז,34.993129,32.369216
אור עקיבא,OR AQIVA,1020,צפון,34.919546,32.5103476
אור הגנוז,OR HAGANUZ,1294,צפון,35.446736,33.005183
אור הנר,OR HANER,67,דרום,34.602305,31.556197
אור יהודה,OR YEHUDA,2400,מרכז,34.85617300000001,32.029748
אורה,ORA,780,מרכז,35.150165,31.752109
אורנים,ORANIM,882,צפון,35.109579,32.711224
אורנית,ORANIT,3760,מרכז,34.99081,32.131924
אורות,OROT,2012,דרום,34.7356,31.740364
אורטל,ORTAL,4013,צפון,35.758661,33.086236
עתניאל,OTNI'EL,3748,מרכז,35.028163,31.438812
עוצם,OZEM,32,דרום,34.705108,31.637665
"פעמי תש""ז",PA'AME TASHAZ,2059,דרום,34.692875,31.437967
פלמחים,PALMAHIM,597,מרכז,34.706874,31.932705
פארן,PARAN,1151,דרום,35.155149,30.362646
פרדס חנה כרכור,PARDES HANNA-KARKUR,7800,צפון,34.9742001,32.4728028
פרדסיה,PARDESIYYA,171,צפון-מרכז,34.911731,32.305011
פרוד,PAROD,599,צפון,35.434318,32.933066
פטיש,PATTISH,749,דרום,34.563565,31.3259948
פדיה,PEDAYA,838,מרכז,34.883774,31.857768
פדואל,PEDU'EL,3768,צפון-מרכז,35.052619,32.062479
פדויים,PEDUYIM,750,דרום,34.612069,31.326275
פלך,PELEKH,1185,צפון,35.23361,32.93367
פני חבר,PENE HEVER,3723,מרכז,35.1651,31.487074
פקיעין,PEQI'IN,536,צפון,35.33336329999999,32.9787353
פקיעין חדשה,PEQI'IN HADASHA,281,צפון,35.323408,32.982195
פרזון,PERAZON,2053,צפון,35.311114,32.545456
פרי גן,PERI GAN,1231,דרום,34.355936,31.222015
פסגות,PESAGOT,3659,מרכז,34.851612,31.046051
פתח תקווה,PETAH TIQWA,7900,מרכז,34.887762,32.084041
פתחיה,PETAHYA,839,מרכז,34.88687,31.866957
פצאל,PEZA'EL,3615,צפון,35.443753,32.043492
פורת,PORAT,767,צפון-מרכז,34.948816,32.277081
פוריה עילית,PORIYYA ILLIT,1313,צפון,35.546162,32.732736
פוריה כפר עבודה,PORIYYA-KEFAR AVODA,1104,צפון,35.545563,32.719846
פוריה נווה עובד,PORIYYA-NEWE OVED,1105,צפון,35.53811,32.743763
קבועה,QABBO'A,1234,דרום,35.214754,31.225087
קדרים,QADDARIM,1211,צפון,35.471565,32.898886
קדימה צורן,QADIMA-ZORAN,195,צפון-מרכז,34.9112736,32.2779191
קלנסווה,QALANSAWE,638,צפון-מרכז,34.9810942,32.2854576
קליה,QALYA,3601,מרכז,35.466131,31.749896
קרני שומרון,QARNE SHOMERON,3640,צפון-מרכז,34.851612,31.046051
קוואעין,QAWA'IN,972,דרום,35.026031,31.323303
קציר,QAZIR,1243,צפון,35.10873,32.485178
קצרין,QAZRIN,4100,צפון,35.689865,32.990998
קדר,QEDAR,3781,מרכז,35.310732,31.754384
קדמה,QEDMA,392,דרום,34.7748136,31.7004225
קדומים,QEDUMIM,3557,מרכז,35.157388,32.21239
קלע,QELA,4024,צפון,35.69039,33.131601
קלחים,QELAHIM,414,דרום,34.679092,31.449795
קיסריה,QESARIYYA,1167,צפון,34.9062798,32.5154686
קשת,QESHET,4006,צפון,35.808484,32.980388
קטורה,QETURA,1052,דרום,35.06135500000001,29.97088699999999
קבוצת יבנה,QEVUZAT YAVNE,334,מרכז,34.719103,31.81398699999999
קדמת צבי,QIDMAT ZEVI,4025,צפון,35.69774400000001,33.029485
קדרון,QIDRON,615,מרכז,34.7978926,31.8192978
קרית ענבים,QIRYAT ANAVIM,78,דרום-מרכז,35.120842,31.809913
קרית ארבע,QIRYAT ARBA,3611,מרכז,35.115625,31.529326
קרית אתא,QIRYAT ATTA,6800,צפון,35.119773,32.809144
קרית ביאליק,QIRYAT BIALIK,9500,צפון,35.0916456,32.8408396
קרית עקרון,QIRYAT EQRON,469,מרכז,34.8219576,31.862547
קרית גת,QIRYAT GAT,2630,דרום,34.7722948,31.6104718
קרית מלאכי,QIRYAT MAL'AKHI,1034,דרום,34.7466157,31.7302546
קרית מוצקין,QIRYAT MOTZKIN,8200,צפון,35.0821062,32.8390366
קרית נטפים,QIRYAT NETAFIM,3746,צפון-מרכז,35.112115,32.117299
קרית אונו,QIRYAT ONO,2620,מרכז,34.85885800000001,32.054863
קרית שלמה,QIRYAT SHELOMO,412,צפון-מרכז,34.8620842,32.2342394
קרית שמונה,QIRYAT SHEMONA,2800,צפון,35.5699622,33.20809
קרית טבעון,QIRYAT TIV'ON,2300,צפון,35.124644,32.715288
קרית ים,QIRYAT YAM,9600,צפון,35.070244,32.851004
קרית יערים,QIRYAT YE'ARIM,1137,דרום-מרכז,35.099945,31.802774
קוממיות,QOMEMIYYUT,766,דרום,34.72929999999999,31.662583
קורנית,QORANIT,1179,צפון,35.251883,32.84441200000001
קודיראת א צאנע,QUDEIRAT AS-SANI,964,דרום,35.10564,31.293107
רעננה,RA'ANANA,8700,מרכז,34.8745337,32.1923797
רהט,RAHAT,1161,דרום,34.7533591,31.3951375
רם און,RAM-ON,1069,צפון,35.258657,32.528742
רמת דוד,RAMAT DAWID,135,צפון,35.20403599999999,32.678991
רמת גן,RAMAT GAN,8600,מרכז,34.824785,32.068424
רמת הכובש,RAMAT HAKOVESH,184,מרכז,34.93828999999999,32.218313
רמת השרון,RAMAT HASHARON,2650,מרכז,34.840278,32.137793
רמת השופט,RAMAT HASHOFET,335,צפון,35.094079,32.609356
רמת מגשימים,RAMAT MAGSHIMIM,4701,צפון,35.80658,32.84406600000001
רמת רחל,RAMAT RAHEL,127,מרכז,35.2178825,31.7403163
רמת רזיאל,RAMAT RAZI'EL,460,דרום-מרכז,35.074447,31.773573
רמת ישי,RAMAT YISHAY,122,צפון,35.166003,32.704029
רמת יוחנן,RAMAT YOHANAN,178,צפון,35.122208,32.793457
רמת צבי,RAMAT ZEVI,339,צפון,35.414497,32.591962
ראמה,RAME,543,צפון,35.366515,32.9374389
רמלה,RAMLA,8500,מרכז,34.872938,31.931566
רמות,RAMOT,4702,צפון,34.81131999999999,31.273348
רמות השבים,RAMOT HASHAVIM,206,מרכז,34.881543,32.16509
רמות מאיר,RAMOT ME'IR,735,מרכז,34.855208,31.874444
רמות מנשה,RAMOT MENASHE,445,צפון,35.0586695,32.5977491
רמות נפתלי,RAMOT NAFTALI,372,צפון,35.553313,33.102354
רנן,RANNEN,789,דרום,34.600358,31.33871
רקפת,RAQEFET,1228,צפון,35.264237,32.855569
ראס אל עין,RAS AL-EIN,1334,צפון,35.372703,32.915734
ראס עלי,RAS ALI,990,צפון,35.155512,32.772911
רביד,RAVID,1225,צפון,35.464074,32.850619
רעים,RE'IM,713,דרום,34.458823,31.386159
רגבים,REGAVIM,444,צפון,35.033987,32.52344
רגבה,REGBA,390,צפון,35.099129,32.977493
ריחן,REHAN,3568,צפון,35.135271,32.468752
רחלים,REHELIM,3822,צפון-מרכז,35.257756,32.10246
רחוב,REHOV,854,צפון,35.489598,32.451099
רחובות,REHOVOT,8400,מרכז,34.8115292,31.8943652
ריחאניה,REIHANIYYE,540,צפון,35.487062,33.049922
ריינה,REINE,542,צפון,35.3155447,32.722061
רכסים,REKHASIM,922,צפון,35.099581,32.749265
רשפים,RESHAFIM,437,צפון,35.47879,32.481235
רתמים,RETAMIM,1260,דרום,34.690902,31.05401
רבדים,REVADIM,564,דרום,34.814807,31.773966
רבבה,REVAVA,3795,צפון-מרכז,34.8559137,32.1768686
רביבים,REVIVIM,354,דרום,34.72108600000001,31.045195
רווחה,REWAHA,2051,דרום,34.733681,31.648695
רוויה,REWAYA,2016,צפון,35.473118,32.448638
רימונים,RIMMONIM,3565,מרכז,34.851612,31.046051
רינתיה,RINNATYA,616,מרכז,34.928477,32.044365
ראשון לציון,RISHON LEZIYYON,8300,מרכז,34.8020886,31.95908129999999
רשפון,RISHPON,247,צפון-מרכז,34.824723,32.201856
רועי,RO'I,3619,צפון,34.851612,31.046051
ראש העין,ROSH HAAYIN,2640,מרכז,34.952177,32.095838
ראש פינה,ROSH PINNA,26,צפון,35.5428591,32.9690188
ראש צורים,ROSH ZURIM,3602,מרכז,35.125288,31.66779099999999
רותם,ROTEM,3782,מרכז,35.518576,32.3366
רוח מדבר,RUAH MIDBAR,1341,דרום,34.733883,30.98153499999999
רוחמה,RUHAMA,362,דרום,34.705165,31.497378
רומת הייב,RUMAT HEIB,997,צפון,35.305683,32.777591
רומאנה,RUMMANE,539,צפון,35.311211,32.788118
סעד,SA'AD,419,דרום,34.534356,31.47018499999999
סער,SA'AR,454,צפון,35.109232,33.028689
סעוה,SA'WA,1360,דרום,34.975564,31.261071
סאג'ור,SAJUR,525,צפון,35.3417247,32.9428596
סח'נין,SAKHNIN,7500,צפון,35.2996234,32.8621403
סלעית,SAL'IT,3567,מרכז,35.051258,32.242589
סלמה,SALLAMA,1245,צפון,35.370499,32.893248
סמר,SAMAR,1156,דרום,35.022204,29.833968
צנדלה,SANDALA,636,צפון,35.32442,32.522449
ספיר,SAPPIR,1176,דרום,35.184144,30.613623
שריד,SARID,126,צפון,35.224755,32.663059
סאסא,SASA,578,צפון,35.394569,33.02866
סביון,SAVYON,587,מרכז,34.8758182,32.0447034
סואעד,SAWA'ID,989,צפון,35.16832400000001,32.766904
סייד,SAYYID,1170,דרום,34.851612,31.046051
שדי אברהם,SEDE AVRAHAM,1223,דרום,34.335692,31.211594
שדה בוקר,SEDE BOQER,885,דרום,34.793098,30.873611
שדה דוד,SEDE DAWID,36,דרום,34.683443,31.577476
שדה אליעזר,SEDE ELI'EZER,861,צפון,35.56525,33.04647
שדה אליהו,SEDE ELIYYAHU,304,צפון,35.513803,32.441882
שדי חמד,SEDE HEMED,2015,מרכז,34.9428062,32.158488
שדה אילן,SEDE ILAN,721,צפון,35.422429,32.75051
שדה משה,SEDE MOSHE,18,דרום,34.800427,31.610982
שדה נחום,SEDE NAHUM,259,צפון,35.480855,32.525068
שדה נחמיה,SEDE NEHEMYA,329,צפון,35.62307,33.188234
שדה ניצן,SEDE NIZZAN,1058,דרום,34.418363,31.230035
שדי תרומות,SEDE TERUMOT,2057,צפון,35.484204,32.440898
שדה עוזיהו,SEDE UZZIYYAHU,739,דרום,34.678194,31.758437
שדה ורבורג,SEDE WARBURG,284,מרכז,34.90325,32.208691
שדה יעקב,SEDE YA'AQOV,142,צפון,35.141315,32.69756
שדה יצחק,SEDE YIZHAQ,2008,צפון,34.992168,32.404959
שדה יואב,SEDE YO'AV,293,דרום,34.676849,31.645723
שדה צבי,SEDE ZEVI,2049,דרום,34.713234,31.448747
שדרות,SEDEROT,1031,דרום,34.595581,31.52269399999999
שדות מיכה,SEDOT MIKHA,27,דרום-מרכז,34.920683,31.721354
שדות ים,SEDOT YAM,327,צפון,34.89315,32.492613
שגב שלום,SEGEV-SHALOM,1286,דרום,34.8383843,31.19711719999999
סגולה,SEGULA,2046,דרום,34.778426,31.66954599999999
שניר,SENIR,1132,צפון,34.872536,31.954938
שעב,SHA'AB,538,צפון,35.2404921,32.890853
שעל,SHA'AL,4009,צפון,35.718816,33.11653
שעלבים,SHA'ALVIM,856,מרכז,34.984304,31.870235
שער אפרים,SHA'AR EFRAYIM,661,צפון-מרכז,34.999448,32.290662
שער העמקים,SHA'AR HAAMAQIM,237,צפון,35.110601,32.722621
שער הגולן,SHA'AR HAGOLAN,264,צפון,35.604656,32.686919
שער מנשה,SHA'AR MENASHE,921,צפון,35.0109759,32.4438777
שער שומרון,SHA'AR SHOMRON,3826,מרכז,35.3027226,32.422877
שדמות דבורה,SHADMOT DEVORA,306,צפון,35.43641,32.696245
שדמות מחולה,SHADMOT MEHOLA,3578,צפון,35.530587,32.347731
שפיר,SHAFIR,692,דרום,34.728135,31.697841
שחר,SHAHAR,7,דרום,34.723746,31.618235
שחרית,SHAHARIT,3868,צפון-מרכז,34.851612,31.046051
שחרות,SHAHARUT,1266,דרום,34.999173,29.904093
שלווה במדבר,SHALVA BAMIDBAR,1373,דרום,35.2772213,30.767942
שלווה,SHALWA,873,דרום,34.766832,31.563697
שמרת,SHAMERAT,432,צפון,35.094955,32.95148
שמיר,SHAMIR,366,צפון,35.659949,33.166754
שני,SHANI,1287,דרום,35.070097,31.355797
שקד,SHAQED,3649,צפון,35.168448,32.473745
שרונה,SHARONA,292,צפון,35.467726,32.726482
שרשרת,SHARSHERET,398,דרום,34.604397,31.404819
שבי דרום,SHAVE DAROM,1377,דרום,34.638576,31.46637699999999
שבי שומרון,SHAVE SHOMERON,3571,צפון-מרכז,35.183444,32.26372
שבי ציון,SHAVE ZIYYON,282,צפון,35.083005,32.982079
שאר ישוב,SHE'AR YASHUV,324,צפון,35.6468357,33.2263492
שדמה,SHEDEMA,555,מרכז,34.74009,31.833778
שפרעם,SHEFAR'AM,8800,צפון,35.1732997,32.8035805
שפיים,SHEFAYIM,232,צפון-מרכז,34.822409,32.216586
שפר,SHEFER,846,צפון,35.437848,32.944553
שייח' דנון,SHEIKH DANNUN,658,צפון,35.14856839999999,32.9938295
שכניה,SHEKHANYA,1160,צפון,35.246701,32.849186
שלומי,SHELOMI,812,צפון,35.145945,33.072609
שלוחות,SHELUHOT,439,צפון,35.480488,32.472608
שקף,SHEQEF,1233,דרום,34.937318,31.51489
שתולה,SHETULA,1045,צפון,35.315627,33.085919
שתולים,SHETULIM,763,דרום,34.684409,31.773687
שיזף,SHEZAF,1378,דרום,34.765444,31.001742
שזור,SHEZOR,527,צפון,35.354523,32.933936
שיבולים,SHIBBOLIM,865,דרום,34.608144,31.396398
שבלי אום אל-גנם,SHIBLI,913,צפון,35.396944,32.684167
שילת,SHILAT,1165,מרכז,35.014572,31.921173
שילה,SHILO,3641,מרכז,34.7701584,32.0648162
שמעה,SHIM'A,3784,מרכז,35.012699,31.387342
שמשית,SHIMSHIT,1337,צפון,35.246518,32.732527
נאות סמדר,SHIZZAFON,1197,דרום,35.028106,30.049079
שלומית,SHLOMIT,1364,דרום,34.3033322,31.1673893
שואבה,SHO'EVA,741,דרום-מרכז,35.079003,31.799369
שוהם,SHOHAM,1304,מרכז,34.9463162,31.9940912
שומרה,SHOMERA,614,צפון,35.28196200000001,33.08247
שומריה,SHOMERIYYA,1265,דרום,34.88409499999999,31.432154
שוקדה,SHOQEDA,415,דרום,34.524383,31.422098
שורשים,SHORASHIM,1235,צפון,35.25856,32.892651
שורש,SHORESH,456,דרום-מרכז,35.06529700000001,31.797488
שושנת העמקים,SHOSHANNAT HAAMAQIM,224,צפון-מרכז,34.856814,32.354794
צוקי ים,SHOSHANNAT HAAMAQIM(,1102,צפון-מרכז,34.858542,32.360122
שובל,SHOVAL,394,דרום,34.745814,31.413734
שובה,SHUVA,761,דרום,34.545496,31.44995
סתריה,SITRIYYA,610,מרכז,34.842094,31.889854
סופה,SUFA,1238,דרום,34.341987,31.238309
סולם,SULAM,526,צפון,34.851612,31.046051
סוסיה,SUSEYA,3756,מרכז,35.183819,32.534645
תעוז,TA'OZ,752,דרום-מרכז,34.975619,31.802162
טל שחר,TAL SHAHAR,462,דרום-מרכז,34.903272,31.804404
טל אל,TAL-EL,1181,צפון,35.182499,32.927306
"תלמי ביל""ו",TALME BILU,2050,דרום,34.644823,31.438055
תלמי אלעזר,TALME EL'AZAR,2003,צפון,34.974991,32.447228
תלמי אליהו,TALME ELIYYAHU,1051,דרום,34.429114,31.229611
תלמי יפה,TALME YAFE,744,דרום,34.612482,31.616857
תלמי יחיאל,TALME YEHI'EL,727,דרום,34.764308,31.753621
תלמי יוסף,TALME YOSEF,1237,דרום,34.363751,31.199958
טלמון,TALMON,3788,מרכז,34.851612,31.046051
טמרה,TAMRA,8900,צפון,35.1859141,32.8552512
תראבין א צאנע,TARABIN AS-SANI,970,דרום,34.739126,31.345481
תרום,TARUM,778,דרום-מרכז,34.980238,31.783306
טייבה,TAYIBE,2730,צפון-מרכז,35.0096545,32.2668407
תאשור,TE'ASHUR,2062,דרום,34.643547,31.371709
טפחות,TEFAHOT,1214,צפון,35.422204,32.868562
תל עדשים,TEL ADASHIM,103,צפון,35.302478,32.657358
תל אביב יפו,TEL AVIV-YAFO,5000,מרכז,34.78176759999999,32.0852999
תל מונד,TEL MOND,154,צפון-מרכז,34.9205712,32.2567936
תל קציר,TEL QAZIR,719,צפון,35.61786,32.706396
תל שבע,TEL SHEVA,1054,דרום,34.8603822,31.2450731
תל תאומים,TEL TE'OMIM,1283,צפון,35.496409,32.442537
תל ציון,TEL TSIYON,3815,מרכז,35.239097,31.880377
תל יצחק,TEL YIZHAQ,287,צפון-מרכז,34.872378,32.252745
תל יוסף,TEL YOSEF,84,צפון,35.398914,32.556704
טללים,TELALIM,1177,דרום,34.771261,30.991511
תלמים,TELAMIM,814,דרום,34.67199799999999,31.563416
תלם,TELEM,3719,מרכז,35.03124,31.563051
טנא,TENE,3743,דרום,34.957383,31.376132
תנובות,TENUVOT,2002,צפון-מרכז,34.962586,32.305863
תקוע,TEQOA,3563,מרכז,35.21249,31.639093
תקומה,TEQUMA,665,דרום,34.578085,31.448536
טבריה,TIBERIAS,6700,צפון,35.530973,32.795859
תדהר,TIDHAR,2061,דרום,34.630364,31.37885799999999
תפרח,TIFRAH,709,דרום,34.679236,31.324471
תימורים,TIMMORIM,163,דרום,34.761356,31.716336
תמרת,TIMRAT,1244,צפון,35.225489,32.703801
טירת כרמל,TIRAT KARMEL,2100,צפון,34.97298,32.762127
טירת יהודה,TIRAT YEHUDA,663,מרכז,34.935878,32.014833
טירת צבי,TIRAT ZEVI,268,צפון,35.52832,32.422486
טירה,TIRE,2720,צפון-מרכז,34.9518076,32.2352263
תירוש,TIROSH,10,דרום-מרכז,34.885915,31.750347
תומר,TOMER,3558,צפון,34.851612,31.046051
רמת טראמפ,TRUMP HEIGHTS,4029,צפון,34.851612,31.046051
טובא זנגריה,TUBA-ZANGARIYYE,962,צפון,35.592018,32.96621
טורעאן,TUR'AN,498,צפון,35.3746247,32.776688
תושיה,TUSHIYYA,1083,דרום,34.541314,31.432895
תובל,TUVAL,1172,צפון,35.245675,32.928495
אודים,UDIM,446,צפון-מרכז,34.846995,32.266865
אום אל פחם,UMM AL-FAHM,2710,צפון,35.148529,32.517127
אום אל קוטוף,UMM AL-QUTUF,2024,צפון,35.059149,32.468084
אום בטין,UMM BATIN,1358,דרום,34.8829215,31.27674369999999
עוקבי,UQBI,957,דרום,34.930794,31.283211
אורים,URIM,403,דרום,34.524868,31.304094
אושה,USHA,278,צפון,35.114584,32.796458
עוזה,UZA,826,דרום,34.764524,31.593042
עוזייר,UZEIR,528,צפון,35.326882,32.790614
ורדון,WARDON,1133,דרום,34.781766,31.663823
ורד יריחו,WERED YERIHO,3639,מרכז,35.432139,31.826192
יעד,YA'AD,1138,צפון,35.24064,32.881225
יערה,YA'ARA,795,צפון,35.18608,33.068013
יעל,YA'EL,1117,צפון,35.306548,32.552064
יד בנימין,YAD BINYAMIN,577,מרכז,34.82037,31.796685
יד חנה,YAD HANNA,758,צפון-מרכז,35.006692,32.325311
יד השמונה,YAD HASHEMONA,1134,מרכז,35.089617,31.80955
יד מרדכי,YAD MORDEKHAY,358,דרום,34.5575,31.586963
יד נתן,YAD NATAN,775,דרום,34.704874,31.652961
"יד רמב""ם",YAD RAMBAM,64,מרכז,34.900086,31.899841
יפיע,YAFI,499,צפון,35.28201,32.695002
יפית,YAFIT,3566,צפון,34.851612,31.046051
יגל,YAGEL,798,מרכז,34.880262,31.987792
יגור,YAGUR,96,צפון,35.076826,32.741532
יהל,YAHEL,1158,דרום,35.128393,30.084234
יכיני,YAKHINI,811,דרום,34.598634,31.482205
יאנוח ג'ת,YANUH-JAT,1295,צפון,35.241169,32.981568
ינוב,YANUV,753,צפון-מרכז,34.951384,32.307431
יקיר,YAQIR,3647,צפון-מרכז,34.851612,31.046051
יקום,YAQUM,417,צפון-מרכז,34.84190299999999,32.249196
ירדנה,YARDENA,2026,צפון,35.565978,32.565357
ירחיב,YARHIV,718,מרכז,34.967992,32.151536
ירקונה,YARQONA,183,מרכז,34.897882,32.144524
יסעור,YAS'UR,575,צפון,35.166641,32.901145
ישרש,YASHRESH,828,מרכז,34.847337,31.915667
יתד,YATED,1227,דרום,34.326126,31.207042
יבנה,YAVNE,2660,מרכז,34.7350096,31.87535339999999
יבנאל,YAVNE'EL,46,צפון,35.5062245,32.7037641
יציץ,YAZIZ,759,מרכז,34.861903,31.863226
יעף,YE'AF,1044,צפון-מרכז,34.967425,32.268254
ידידה,YEDIDA,1144,מרכז,35.104639,31.812281
כפר ידידיה,YEDIDYA,233,צפון-מרכז,34.899038,32.344902
יחיעם,YEHI'AM,409,צפון,35.22109100000001,32.996109
יהוד מונוסון,YEHUD-MONOSON,9400,מרכז,34.8925712,32.0315718
ירוחם,YEROHAM,831,דרום,34.9310463,30.9871778
ישע,YESHA,916,דרום,34.403091,31.247595
יסודות,YESODOT,440,מרכז,34.86563599999999,31.815835
יסוד המעלה,YESUD HAMA'ALA,29,צפון,35.589013,33.05358
יבול,YEVUL,1232,דרום,34.318952,31.189458
יפעת,YIF'AT,134,צפון,35.223982,32.675853
יפתח,YIFTAH,453,צפון,35.55202999999999,33.128346
ינון,YINNON,2011,דרום,34.780947,31.741832
יראון,YIR'ON,623,צפון,35.454291,33.077239
ירכא,YIRKA,502,צפון,35.21199,32.953492
ישעי,YISH'I,805,דרום-מרכז,34.962586,31.752969
"ייט""ב",YITAV,3607,צפון,34.851612,31.046051
יצהר,YIZHAR,3749,צפון-מרכז,34.851612,31.046051
יזרעאל,YIZRE'EL,452,צפון,35.319425,32.562589
יודפת,YODEFAT,1112,צפון,35.271481,32.836596
יונתן,YONATAN,4007,צפון,35.795468,32.93966
יקנעם עילית,YOQNE'AM ILLIT,240,צפון,35.104606,32.660225
יקנעם,YOQNE'AM,241,צפון,35.104606,32.660225
יושיביה,YOSHIVYA,803,דרום,34.608784,31.444699
יטבתה,YOTVATA,866,דרום,35.059227,29.896322
יובל,YUVAL,2009,צפון,35.597063,33.246577
יובלים,YUVALIM,1226,צפון,35.269294,32.878163
זבארגה,ZABARGA,2742,דרום,35.03419,31.236449
צפרירים,ZAFRIRIM,1079,דרום-מרכז,34.944326,31.659618
צפריה,ZAFRIYYA,594,מרכז,34.854664,32.004315
זנוח,ZANOAH,816,דרום-מרכז,34.999369,31.733813
זרזיר,ZARZIR,975,צפון,35.2157215,32.7268837
זבדיאל,ZAVDI'EL,815,דרום,34.7602609,31.6592451
צאלים,ZE'ELIM,413,דרום,34.533359,31.203909
צפת,ZEFAT,8000,צפון,35.495997,32.964648
זכריה,ZEKHARYA,799,דרום-מרכז,34.944708,31.708812
צלפון,ZELAFON,796,דרום-מרכז,34.931797,31.805599
זמר,ZEMER,1290,צפון-מרכז,35.0329957,32.3675163
זרחיה,ZERAHYA,818,דרום,34.746419,31.681742
זרועה,ZERU'A,2064,דרום,34.624161,31.459133
צרופה,ZERUFA,612,צפון,34.946455,32.647822
זיתן,ZETAN,788,מרכז,34.891732,31.975178
זכרון יעקב,ZIKHRON YA'AQOV,9300,צפון,34.9520929,32.5739532
זמרת,ZIMRAT,1065,דרום,34.552288,31.447853
ציפורי,ZIPPORI,613,צפון,35.276351,32.746748
זיקים,ZIQIM,584,דרום,34.520968,31.607204
צבעון,ZIV'ON,1213,צפון,35.416723,33.026363
צופר,ZOFAR,1150,דרום,35.181474,30.559394
צופית,ZOFIT,198,מרכז,34.920085,32.19488
צופיה,ZOFIYYA,1111,מרכז,34.920085,32.19488
צוחר,ZOHAR,1136,דרום,34.426444,31.23717
זוהר,ZOHAR,44,דרום,34.692362,31.595592
צרעה,ZOR'A,567,דרום-מרכז,34.966931,31.762653
צובה,ZOVA,465,דרום-מרכז,35.117952,31.78435199999999
צופים,ZUFIN,3791,מרכז,35.008912,32.197318
צור הדסה,ZUR HADASSA,1113,דרום-מרכז,35.096958,31.719374
צור משה,ZUR MOSHE,276,צפון-מרכז,34.913117,32.298911
צור נתן,ZUR NATAN,1148,מרכז,35.01402,32.239673
צור יצחק,ZUR YIZHAQ,1345,מרכז,34.997998,32.241478
צוריאל,ZURI'EL,774,צפון,35.31479,33.006488
צורית,ZURIT,1221,צפון,35.249106,32.902351
צביה,ZVIYYA,1180,צפון,35.330599,32.889006
